patent_id	assignee_sequence	assignee_id	disambig_assignee_individual_name_first	disambig_assignee_individual_name_last	disambig_assignee_organization	assignee_type	location_id
5000473	0	a-0000			Asml Netherlands BV	3	NL
5000474	0	a-0000			Asml Netherlands BV	3	NL
5000475	0	a-0000			ASML Netherlands, B.V.	3	NL
5000476	0	a-0001			Canon Inc.	3	JP
5000477	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000478	0	a-0001			Canon Inc.	3	JP
5000479	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000480	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000481	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000482	0	a-0001			Canon Inc.	3	JP
5000483	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000484	0	a-0001			Canon Inc.	3	JP
5000485	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000486	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000487	0	a-0001			Canon Inc.	3	JP
5000488	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000489	0	a-0001			Canon Inc.	3	JP
5000490	0	a-0002			Nikon Corporation	3	JP
5000491	0	a-0002			Nikon Corporation	3	JP
5000492	0	a-0002			NIKON CORPORATION	3	JP
5000493	0	a-0002			Nikon Corp	3	JP
5000494	0	a-0002			Nikon Corp	3	JP
5000495	0	a-0002			Nikon Corp	3	JP
5000496	0	a-0002			Nikon Corporation	3	JP
5000497	0	a-0002			Nikon Corp	3	JP
5000498	0	a-0002			Nikon Corporation	3	JP
5000499	0	a-0002			Nikon Corporation	3	JP
5000500	0	a-0002			Nikon Corp	3	JP
5000501	0	a-0002			Nikon Corporation	3	JP
5000502	0	a-0002			NIKON CORPORATION	3	JP
5000503	0	a-0003			Carl Zeiss SMT AG	3	DE
5000504	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000505	0	a-0003			Carl Zeiss SMT AG	3	DE
5000506	0	a-0003			Carl Zeiss SMT AG	3	DE
5000507	0	a-0003			Carl Zeiss SMT AG	3	DE
5000508	0	a-0003			Carl Zeiss SMT AG	3	DE
5000509	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000510	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000511	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000512	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000513	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000514	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000515	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000516	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000517	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000518	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000519	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000520	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000521	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000522	0	a-0006			INTEL CORPORATION	3	US
5000523	0	a-0006			Intel Corporation	3	US
5000524	0	a-0006			INTEL CORPORATION	3	US
5000525	0	a-0006			INTEL CORPORATION	3	US
5000526	0	a-0006			INTEL CORPORATION	3	US
5000527	0	a-0006			Intel Corporation	3	US
5000528	0	a-0006			INTEL CORPORATION	3	US
5000529	0	a-0006			Intel Corporation	3	US
5000530	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000531	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000532	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000533	0	a-0007			Tokyo Electron Limited	3	JP
5000534	0	a-0007			Tokyo Electron Limited	3	JP
5000535	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000536	0	a-0007			Tokyo Electron Limited	3	JP
5000537	0	a-0007			Tokyo Electron Limited	3	JP
5000538	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000539	0	a-0008			Applied Materials, Inc.	3	US
5000540	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000541	0	a-0008			Applied Materials, Inc.	3	US
5000542	0	a-0009			GIGAPHOTON INC.	3	JP
5000543	0	a-0009			GIGAPHOTON INC.	3	JP
5000544	0	a-0009			Gigaphoton Inc.	3	JP
5000545	0	a-0009			GIGAPHOTON INC.	3	JP
5000546	0	a-0009			Gigaphoton Inc.	3	JP
5000547	0	a-0009			Gigaphoton Inc.	3	JP
5000548	0	a-0009			Gigaphoton Inc.	3	JP
5000549	0	a-0010			CYMER, INC.	3	US
5000550	0	a-0010			Cymer LLC	3	US
5000551	0	a-0010			Cymer LLC	3	US
5000552	0	a-0010			Cymer LLC	3	US
5000553	0	a-0010			CYMER, INC.	3	US
5000554	0	a-0010			CYMER, INC.	3	US
5000555	0	a-0010			Cymer, Inc.	3	US
5000556	0	a-0010			CYMER, INC.	3	US
5000557	0	a-0011			International Business Machines Corporation	3	US
5000558	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000559	0	a-0011			International Business Machines Corporation	3	US
5000560	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000561	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000562	0	a-0011			International Business Machines Corporation	3	US
5000563	0	a-0011			International Business Machines Corporation	3	US
5000564	0	a-0011			International Business Machines Corporation	3	US
5000565	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000566	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000567	0	a-0011			International Business Machines Corporation	3	US
5000568	0	a-0000			ASML HOLDING N.V.	3	NL
5000569	0	a-0000			Asml Netherlands BV	3	NL
5000570	0	a-0000			ASML Netherlands B.V.	3	NL
5000571	0	a-0000			ASML HOLDING N.V.	3	NL
5000572	0	a-0000			ASML Netherlands, B.V.	3	NL
5000573	0	a-0000			ASML HOLDING N.V.	3	NL
5000574	0	a-0000			ASML HOLDING N.V.	3	NL
5000575	0	a-0000			ASML Netherlands, B.V.	3	NL
5000576	0	a-0000			ASML Netherlands, B.V.	3	NL
5000577	0	a-0000			ASML Netherlands B.V.	3	NL
5000578	0	a-0000			ASML Netherlands, B.V.	3	NL
5000579	0	a-0000			ASML Netherlands B.V.	3	NL
5000580	0	a-0000			ASML Netherlands, B.V.	3	NL
5000581	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000582	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000583	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000584	0	a-0001			Canon Inc.	3	JP
5000585	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000586	0	a-0001			Canon Inc.	3	JP
5000587	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000588	0	a-0001			Canon Inc.	3	JP
5000589	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000590	0	a-0001			Canon Inc.	3	JP
5000591	0	a-0001			Canon Inc.	3	JP
5000592	0	a-0001			Canon Inc.	3	JP
5000593	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000594	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000595	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000596	0	a-0002			Nikon Corporation	3	JP
5000597	0	a-0002			NIKON CORPORATION	3	JP
5000598	0	a-0002			Nikon Corporation	3	JP
5000599	0	a-0002			NIKON CORPORATION	3	JP
5000600	0	a-0002			Nikon Corp	3	JP
5000601	0	a-0002			Nikon Corp	3	JP
5000602	0	a-0002			Nikon Corp	3	JP
5000603	0	a-0002			Nikon Corporation	3	JP
5000604	0	a-0002			Nikon Corporation	3	JP
5000605	0	a-0002			Nikon Corp	3	JP
5000606	0	a-0002			Nikon Corporation	3	JP
5000607	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000608	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000609	0	a-0003			Carl Zeiss SMT AG	3	DE
5000610	0	a-0003			Carl Zeiss SMT AG	3	DE
5000611	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000612	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000613	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000614	0	a-0003			Carl Zeiss SMT AG	3	DE
5000615	0	a-0003			Carl Zeiss SMT AG	3	DE
5000616	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000617	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000618	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000619	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000620	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000621	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000622	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000623	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000624	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000625	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000626	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000627	0	a-0005			Samsung Electronics Company Limited	3	KR
5000628	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000629	0	a-0005			Samsung Electronics Company Limited	3	KR
5000630	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000631	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000632	0	a-0005			Samsung Electronics Company Limited	3	KR
5000633	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000634	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000635	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000636	0	a-0006			Intel Corporation	3	US
5000637	0	a-0006			INTEL CORPORATION	3	US
5000638	0	a-0006			Intel Corporation	3	US
5000639	0	a-0006			Intel Corporation	3	US
5000640	0	a-0006			INTEL CORPORATION	3	US
5000641	0	a-0006			Intel Corporation	3	US
5000642	0	a-0006			Intel Corporation	3	US
5000643	0	a-0006			INTEL CORPORATION	3	US
5000644	0	a-0006			INTEL CORPORATION	3	US
5000645	0	a-0006			Intel Corporation	3	US
5000646	0	a-0006			Intel Corporation	3	US
5000647	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000648	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000649	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000650	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000651	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000652	0	a-0007			Tokyo Electron Limited	3	JP
5000653	0	a-0007			Tokyo Electron Limited	3	JP
5000654	0	a-0007			Tokyo Electron Limited	3	JP
5000655	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000656	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000657	0	a-0007			Tokyo Electron Limited	3	JP
5000658	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000659	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000660	0	a-0008			Applied Materials, Inc.	3	US
5000661	0	a-0008			Applied Materials, Inc.	3	US
5000662	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000663	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000664	0	a-0008			Applied Materials, Inc.	3	US
5000665	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000666	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000667	0	a-0008			Applied Materials, Inc.	3	US
5000668	0	a-0009			GIGAPHOTON INC.	3	JP
5000669	0	a-0009			Gigaphoton Inc.	3	JP
5000670	0	a-0009			Gigaphoton Inc.	3	JP
5000671	0	a-0009			GIGAPHOTON INC.	3	JP
5000672	0	a-0010			CYMER, INC.	3	US
5000673	0	a-0010			Cymer LLC	3	US
5000674	0	a-0010			Cymer, Inc.	3	US
5000675	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000676	0	a-0011			International Business Machines Corporation	3	US
5000677	0	a-0011			International Business Machines Corporation	3	US
5000678	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000679	0	a-0011			International Business Machines Corporation	3	US
5000680	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000681	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000682	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000683	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000684	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000685	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000686	0	a-0000			ASML HOLDING N.V.	3	NL
5000687	0	a-0000			ASML Netherlands B.V.	3	NL
5000688	0	a-0000			ASML Netherlands B.V.	3	NL
5000689	0	a-0000			ASML Netherlands, B.V.	3	NL
5000690	0	a-0000			ASML Netherlands B.V.	3	NL
5000691	0	a-0000			Asml Netherlands BV	3	NL
5000692	0	a-0000			Asml Netherlands BV	3	NL
5000693	0	a-0000			ASML HOLDING N.V.	3	NL
5000694	0	a-0000			ASML Netherlands, B.V.	3	NL
5000695	0	a-0000			Asml Netherlands BV	3	NL
5000696	0	a-0000			ASML Netherlands B.V.	3	NL
5000697	0	a-0000			Asml Netherlands BV	3	NL
5000698	0	a-0000			ASML HOLDING N.V.	3	NL
5000699	0	a-0000			Asml Netherlands BV	3	NL
5000700	0	a-0000			ASML Netherlands, B.V.	3	NL
5000701	0	a-0000			Asml Netherlands BV	3	NL
5000702	0	a-0000			ASML Netherlands, B.V.	3	NL
5000703	0	a-0000			ASML Netherlands B.V.	3	NL
5000704	0	a-0000			ASML Netherlands B.V.	3	NL
5000705	0	a-0000			Asml Netherlands BV	3	NL
5000706	0	a-0001			Canon Inc.	3	JP
5000707	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000708	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000709	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000710	0	a-0001			Canon Inc.	3	JP
5000711	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000712	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000713	0	a-0001			Canon Inc.	3	JP
5000714	0	a-0001			Canon Inc.	3	JP
5000715	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000716	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000717	0	a-0002			Nikon Corp	3	JP
5000718	0	a-0002			NIKON CORPORATION	3	JP
5000719	0	a-0002			Nikon Corporation	3	JP
5000720	0	a-0002			NIKON CORPORATION	3	JP
5000721	0	a-0002			Nikon Corp	3	JP
5000722	0	a-0002			Nikon Corporation	3	JP
5000723	0	a-0002			NIKON CORPORATION	3	JP
5000724	0	a-0002			Nikon Corporation	3	JP
5000725	0	a-0002			Nikon Corp	3	JP
5000726	0	a-0002			NIKON CORPORATION	3	JP
5000727	0	a-0002			NIKON CORPORATION	3	JP
5000728	0	a-0002			NIKON CORPORATION	3	JP
5000729	0	a-0002			Nikon Corporation	3	JP
5000730	0	a-0002			NIKON CORPORATION	3	JP
5000731	0	a-0002			NIKON CORPORATION	3	JP
5000732	0	a-0002			Nikon Corp	3	JP
5000733	0	a-0003			Carl Zeiss SMT AG	3	DE
5000734	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000735	0	a-0003			Carl Zeiss SMT AG	3	DE
5000736	0	a-0003			Carl Zeiss SMT AG	3	DE
5000737	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000738	0	a-0003			Carl Zeiss SMT AG	3	DE
5000739	0	a-0003			Carl Zeiss SMT AG	3	DE
5000740	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000741	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000742	0	a-0003			Carl Zeiss SMT AG	3	DE
5000743	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000744	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000745	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000746	0	a-0003			Carl Zeiss SMT AG	3	DE
5000747	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000748	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000749	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000750	0	a-0004			Taiwan Semiconductor Manufacturing Co., Ltd.	3	TW
5000751	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000752	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000753	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000754	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000755	0	a-0005			Samsung Electronics Company Limited	3	KR
5000756	0	a-0005			Samsung Electronics Company Limited	3	KR
5000757	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000758	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000759	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000760	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000761	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000762	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000763	0	a-0005			Samsung Electronics Company Limited	3	KR
5000764	0	a-0005			Samsung Electronics Company Limited	3	KR
5000765	0	a-0006			INTEL CORPORATION	3	US
5000766	0	a-0006			Intel Corporation	3	US
5000767	0	a-0006			Intel Corporation	3	US
5000768	0	a-0006			Intel Corporation	3	US
5000769	0	a-0006			INTEL CORPORATION	3	US
5000770	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000771	0	a-0007			Tokyo Electron Limited	3	JP
5000772	0	a-0007			Tokyo Electron Limited	3	JP
5000773	0	a-0007			Tokyo Electron Limited	3	JP
5000774	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000775	0	a-0007			Tokyo Electron Limited	3	JP
5000776	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000777	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000778	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000779	0	a-0008			Applied Materials, Inc.	3	US
5000780	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000781	0	a-0008			Applied Materials, Inc.	3	US
5000782	0	a-0008			Applied Materials, Inc.	3	US
5000783	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000784	0	a-0008			Applied Materials, Inc.	3	US
5000785	0	a-0008			APPLIED MATERIALS, INC.	3	US
5000786	0	a-0008			Applied Materials, Inc.	3	US
5000787	0	a-0008			Applied Materials, Inc.	3	US
5000788	0	a-0009			Gigaphoton Inc.	3	JP
5000789	0	a-0009			GIGAPHOTON INC.	3	JP
5000790	0	a-0009			Gigaphoton Inc.	3	JP
5000791	0	a-0009			GIGAPHOTON INC.	3	JP
5000792	0	a-0009			Gigaphoton Inc.	3	JP
5000793	0	a-0009			GIGAPHOTON INC.	3	JP
5000794	0	a-0009			Gigaphoton Inc.	3	JP
5000795	0	a-0009			Gigaphoton Inc.	3	JP
5000796	0	a-0010			Cymer LLC	3	US
5000797	0	a-0010			CYMER, INC.	3	US
5000798	0	a-0010			Cymer LLC	3	US
5000799	0	a-0010			Cymer LLC	3	US
5000800	0	a-0010			CYMER, INC.	3	US
5000801	0	a-0010			CYMER, INC.	3	US
5000802	0	a-0010			CYMER, INC.	3	US
5000803	0	a-0010			CYMER, INC.	3	US
5000804	0	a-0010			Cymer, Inc.	3	US
5000805	0	a-0010			CYMER, INC.	3	US
5000806	0	a-0010			CYMER, INC.	3	US
5000807	0	a-0010			CYMER, INC.	3	US
5000808	0	a-0011			International Business Machines Corporation	3	US
5000809	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000810	0	a-0011			International Business Machines Corporation	3	US
5000811	0	a-0011			International Business Machines Corporation	3	US
5000812	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000813	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000814	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000815	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000816	0	a-0011			International Business Machines Corporation	3	US
5000817	0	a-0011			INTERNATIONAL BUSINESS MACHINES CORPORATION	3	US
5000818	0	a-0000			ASML Netherlands B.V.	3	NL
5000819	0	a-0000			Asml Netherlands BV	3	NL
5000820	0	a-0000			ASML Netherlands B.V.	3	NL
5000821	0	a-0000			ASML Netherlands, B.V.	3	NL
5000822	0	a-0000			ASML HOLDING N.V.	3	NL
5000823	0	a-0000			ASML HOLDING N.V.	3	NL
5000824	0	a-0000			ASML HOLDING N.V.	3	NL
5000825	0	a-0000			ASML Netherlands B.V.	3	NL
5000826	0	a-0000			ASML HOLDING N.V.	3	NL
5000827	0	a-0000			Asml Netherlands BV	3	NL
5000828	0	a-0000			ASML HOLDING N.V.	3	NL
5000829	0	a-0000			ASML Netherlands, B.V.	3	NL
5000830	0	a-0000			ASML HOLDING N.V.	3	NL
5000831	0	a-0000			ASML HOLDING N.V.	3	NL
5000832	0	a-0000			ASML Netherlands, B.V.	3	NL
5000833	0	a-0000			ASML HOLDING N.V.	3	NL
5000834	0	a-0000			ASML Netherlands, B.V.	3	NL
5000835	0	a-0000			ASML HOLDING N.V.	3	NL
5000836	0	a-0000			ASML Netherlands B.V.	3	NL
5000837	0	a-0000			Asml Netherlands BV	3	NL
5000838	0	a-0000			Asml Netherlands BV	3	NL
5000839	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000840	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000841	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000842	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000843	0	a-0001			Canon Inc.	3	JP
5000844	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000845	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000846	0	a-0001			Canon Inc.	3	JP
5000847	0	a-0001			CANON KABUSHIKI KAISHA	3	JP
5000848	0	a-0001			Canon Inc.	3	JP
5000849	0	a-0001			Canon Inc.	3	JP
5000850	0	a-0001			Canon Inc.	3	JP
5000851	0	a-0001			Canon Kabushiki Kaisha	3	JP
5000852	0	a-0001			Canon Inc.	3	JP
5000853	0	a-0002			NIKON CORPORATION	3	JP
5000854	0	a-0002			NIKON CORPORATION	3	JP
5000855	0	a-0002			Nikon Corp	3	JP
5000856	0	a-0002			Nikon Corp	3	JP
5000857	0	a-0002			NIKON CORPORATION	3	JP
5000858	0	a-0002			NIKON CORPORATION	3	JP
5000859	0	a-0002			Nikon Corp	3	JP
5000860	0	a-0002			NIKON CORPORATION	3	JP
5000861	0	a-0002			Nikon Corporation	3	JP
5000862	0	a-0002			Nikon Corporation	3	JP
5000863	0	a-0002			Nikon Corp	3	JP
5000864	0	a-0002			NIKON CORPORATION	3	JP
5000865	0	a-0002			Nikon Corp	3	JP
5000866	0	a-0002			Nikon Corp	3	JP
5000867	0	a-0002			Nikon Corp	3	JP
5000868	0	a-0002			Nikon Corporation	3	JP
5000869	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000870	0	a-0003			Carl Zeiss SMT AG	3	DE
5000871	0	a-0003			Carl Zeiss SMT AG	3	DE
5000872	0	a-0003			Carl Zeiss SMT AG	3	DE
5000873	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000874	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000875	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000876	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000877	0	a-0003			Carl Zeiss SMT AG	3	DE
5000878	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000879	0	a-0003			CARL ZEISS SMT GMBH	3	DE
5000880	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000881	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000882	0	a-0003			Carl Zeiss SMT GmbH	3	DE
5000883	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000884	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000885	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000886	0	a-0004			Taiwan Semiconductor Manufacturing Company, Ltd.	3	TW
5000887	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000888	0	a-0004			TAIWAN SEMICONDUCTOR MANUFACTURING COMPANY LIMITED	3	TW
5000889	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000890	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000891	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000892	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000893	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000894	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000895	0	a-0005			Samsung Electronics Company Limited	3	KR
5000896	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000897	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000898	0	a-0005			Samsung Electronics Company Limited	3	KR
5000899	0	a-0005			Samsung Electronics Company Limited	3	KR
5000900	0	a-0005			Samsung Electronics Co., Ltd.	3	KR
5000901	0	a-0005			SAMSUNG ELECTRONICS CO., LTD.	3	KR
5000902	0	a-0006			Intel Corporation	3	US
5000903	0	a-0006			Intel Corporation	3	US
5000904	0	a-0006			Intel Corporation	3	US
5000905	0	a-0006			INTEL CORPORATION	3	US
5000906	0	a-0006			Intel Corporation	3	US
5000907	0	a-0006			INTEL CORPORATION	3	US
5000908	0	a-0006			INTEL CORPORATION	3	US
5000909	0	a-0006			Intel Corporation	3	US
5000910	0	a-0006			Intel Corporation	3	US
5000911	0	a-0006			INTEL CORPORATION	3	US
5000912	0	a-0007			Tokyo Electron Limited	3	JP
5000913	0	a-0007			Tokyo Electron Limited	3	JP
5000914	0	a-0007			Tokyo Electron Limited	3	JP
5000915	0	a-0007			TOKYO ELECTRON LIMITED	3	JP
5000916	0	a-0007			Tokyo Electron Limited	3	JP
5000917	0	a-0007			Tokyo Electron Limited	3	JP
5000918	0	a-0007			Tokyo Electron Limited	3	JP
5000919	0	a-0007			Tokyo Electron Limited	3	JP
5000920	0	a-0007			Tokyo Electron Limited	3	JP
5000921	0	a-0007			Tokyo Electron Limited	3	JP
5000922	0	a-0009			Gigaphoton Inc.	3	JP
5000923	0	a-0009			GIGAPHOTON INC.	3	JP
5000924	0	a-0009			Gigaphoton Inc.	3	JP
5000925	0	a-0009			Gigaphoton Inc.	3	JP
5000926	0	a-0009			Gigaphoton Inc.	3	JP
5000927	0	a-0009			Gigaphoton Inc.	3	JP
5000928	0	a-0009			Gigaphoton Inc.	3	JP
5000929	0	a-0009			Gigaphoton Inc.	3	JP
5000930	0	a-0009			GIGAPHOTON INC.	3	JP
5000931	0	a-0009			Gigaphoton Inc.	3	JP
5000932	0	a-0009			Gigaphoton Inc.	3	JP
5000933	0	a-0010			CYMER, INC.	3	US
5000934	0	a-0010			Cymer, Inc.	3	US
5000935	0	a-0010			CYMER, INC.	3	US
