patent_id	patent_type	patent_date	patent_title	wipo_kind	num_claims	withdrawn
5000721	utility	2013-03-18	Exposure apparatus method and apparatus	B2	12	0
5000722	utility	2013-02-21	Exposure; illumination method and apparatus	B2	11	0
5000723	utility	2013-10-02	Exposure; illumination method and apparatus	B2	19	0
5000724	utility	2013-09-06	Exposure apparatus method and apparatus	B2	26	0
5000725	utility	2013-07-26	Exposure apparatus method and apparatus	B2	12	0
5000726	utility	2013-01-20	Exposure; illumination method and apparatus	B2	20	0
5000727	utility	2013-01-26	Exposure; illumination method and apparatus	B2	23	0
5000728	utility	2013-06-05	Exposure apparatus method and apparatus	B2	17	0
5000729	utility	2013-12-17	Alignment / registration method and apparatus	B2	11	0
5000730	utility	2013-08-15	Exposure apparatus method and apparatus	B2	18	0
5000731	utility	2013-02-15	Exposure; illumination method and apparatus	B2	14	0
5000732	utility	2013-09-22	Exposure; illumination method and apparatus	B2	19	0
5000733	utility	2013-02-03	Exposure; illumination method and apparatus	B2	17	0
5000734	utility	2013-09-26	Exposure apparatus method and apparatus	B2	26	0
5000735	utility	2013-04-13	Exposure; illumination method and apparatus	B2	9	0
5000736	utility	2013-07-04	Exposure apparatus method and apparatus	B2	30	0
5000737	utility	2013-09-16	Exposure; illumination method and apparatus	B2	20	0
5000738	utility	2013-05-04	Exposure; illumination method and apparatus	B2	19	0
5000739	utility	2013-08-31	Exposure apparatus method and apparatus	B2	26	0
5000740	utility	2013-05-13	Exposure apparatus method and apparatus	B2	30	0
5000741	utility	2013-03-25	Exposure apparatus method and apparatus	B2	26	0
5000742	utility	2013-11-28	Exposure; illumination method and apparatus	B2	15	0
5000743	utility	2013-09-20	Exposure; illumination method and apparatus	B2	8	0
5000744	utility	2013-03-09	Exposure apparatus method and apparatus	B2	28	0
5000745	utility	2013-11-08	Exposure apparatus method and apparatus	B2	17	0
5000746	utility	2013-08-05	Exposure; illumination method and apparatus	B2	20	0
5000747	utility	2013-11-16	Photoresist / process method and apparatus	B2	20	0
5000748	utility	2013-12-06	EUV masks method and apparatus	B2	19	0
5000749	utility	2013-06-02	EUV masks method and apparatus	B2	29	0
5000750	utility	2013-05-22	EUV masks method and apparatus	B2	28	0
5000751	utility	2013-12-31	Masks / reticles method and apparatus	B2	28	0
5000752	utility	2013-05-04	EUV masks method and apparatus	B2	9	0
5000753	utility	2013-06-13	EUV masks method and apparatus	B2	29	0
5000754	utility	2013-06-01	EUV masks method and apparatus	B2	16	0
5000755	utility	2013-01-19	EUV masks method and apparatus	B2	26	0
5000756	utility	2013-06-25	Photoresist / process method and apparatus	B2	30	0
5000757	utility	2013-09-01	EUV masks method and apparatus	B2	29	0
5000758	utility	2013-12-03	Photoresist / process method and apparatus	B2	25	0
5000759	utility	2013-05-13	EUV masks method and apparatus	B2	25	0
5000760	utility	2013-06-21	Photoresist / process method and apparatus	B2	28	0
5000761	utility	2013-06-07	Masks / reticles method and apparatus	B2	21	0
5000762	utility	2013-10-27	EUV masks method and apparatus	B2	17	0
5000763	utility	2013-11-21	EUV masks method and apparatus	B2	26	0
5000764	utility	2013-04-10	Masks / reticles method and apparatus	B2	24	0
5000765	utility	2013-03-19	EUV masks method and apparatus	B2	12	0
5000766	utility	2013-10-19	EUV masks method and apparatus	B2	22	0
5000767	utility	2013-09-07	Alignment / registration method and apparatus	B2	18	0
5000768	utility	2013-01-30	EUV masks method and apparatus	B2	8	0
5000769	utility	2013-03-28	Alignment / registration method and apparatus	B2	26	0
5000770	utility	2013-02-15	Photoresist / process method and apparatus	B2	12	0
5000771	utility	2013-09-02	Resist coating method and apparatus	B2	20	0
5000772	utility	2013-01-08	Photoresist / process method and apparatus	B2	18	0
5000773	utility	2013-01-03	Resist coating method and apparatus	B2	28	0
5000774	utility	2013-06-26	Photoresist / process method and apparatus	B2	17	0
5000775	utility	2013-06-06	Resist coating method and apparatus	B2	13	0
5000776	utility	2013-05-29	Resist coating method and apparatus	B2	22	0
5000777	utility	2013-12-18	Resist coating method and apparatus	B2	12	0
5000778	utility	2013-04-07	Resist coating method and apparatus	B2	13	0
5000779	utility	2013-04-19	Photoresist / process method and apparatus	B2	8	0
5000780	utility	2013-12-31	Resist coating method and apparatus	B2	28	0
5000781	utility	2013-05-11	Photoresist / process method and apparatus	B2	25	0
5000782	utility	2013-12-01	Photoresist / process method and apparatus	B2	8	0
5000783	utility	2013-07-14	Resist coating method and apparatus	B2	11	0
5000784	utility	2013-04-16	Photoresist / process method and apparatus	B2	30	0
5000785	utility	2013-12-05	Resist coating method and apparatus	B2	11	0
5000786	utility	2013-12-25	Photoresist / process method and apparatus	B2	12	0
5000787	utility	2013-11-13	Resist coating method and apparatus	B2	11	0
5000788	utility	2013-11-08	Exposure; illumination method and apparatus	B2	14	0
5000789	utility	2013-07-29	Exposure; illumination method and apparatus	B2	17	0
5000790	utility	2013-12-19	Exposure; illumination method and apparatus	B2	23	0
5000791	utility	2013-02-15	Exposure; illumination method and apparatus	B2	11	0
5000792	utility	2013-02-16	Exposure; illumination method and apparatus	B2	24	0
5000793	utility	2013-11-26	Exposure; illumination method and apparatus	B2	15	0
5000794	utility	2013-01-26	Exposure; illumination method and apparatus	B2	11	0
5000795	utility	2013-07-04	Exposure; illumination method and apparatus	B2	29	0
5000796	utility	2013-03-12	Exposure; illumination method and apparatus	B2	29	0
5000797	utility	2013-08-13	Exposure; illumination method and apparatus	B2	27	0
5000798	utility	2013-06-25	Exposure; illumination method and apparatus	B2	13	0
5000799	utility	2013-05-20	Exposure; illumination method and apparatus	B2	20	0
5000800	utility	2013-11-29	Exposure; illumination method and apparatus	B2	13	0
5000801	utility	2013-03-23	Exposure; illumination method and apparatus	B2	11	0
5000802	utility	2013-10-19	Exposure; illumination method and apparatus	B2	29	0
5000803	utility	2013-07-03	Exposure; illumination method and apparatus	B2	27	0
5000804	utility	2013-03-08	Exposure; illumination method and apparatus	B2	23	0
5000805	utility	2013-08-14	Exposure; illumination method and apparatus	B2	9	0
5000806	utility	2013-12-27	Exposure; illumination method and apparatus	B2	29	0
5000807	utility	2013-10-17	Exposure; illumination method and apparatus	B2	15	0
5000808	utility	2013-09-23	Masks / reticles method and apparatus	B2	24	0
5000809	utility	2013-05-08	Photoresist / process method and apparatus	B2	23	0
5000810	utility	2013-10-13	Photoresist / process method and apparatus	B2	27	0
5000811	utility	2013-08-29	Photoresist / process method and apparatus	B2	23	0
5000812	utility	2013-06-14	Masks / reticles method and apparatus	B2	15	0
5000813	utility	2013-04-25	Photoresist / process method and apparatus	B2	25	0
5000814	utility	2013-02-10	Masks / reticles method and apparatus	B2	22	0
5000815	utility	2013-09-13	Photoresist / process method and apparatus	B2	22	0
5000816	utility	2013-01-10	Masks / reticles method and apparatus	B2	11	0
5000817	utility	2013-01-01	Photoresist / process method and apparatus	B2	10	0
5000818	utility	2014-08-22	Exposure; illumination method and apparatus	B2	18	0
5000819	utility	2014-08-21	Alignment / registration method and apparatus	B2	18	0
5000820	utility	2014-07-06	Alignment / registration method and apparatus	B2	30	0
5000821	utility	2014-04-24	Alignment / registration method and apparatus	B2	8	0
5000822	utility	2014-07-11	Exposure; illumination method and apparatus	B2	30	0
5000823	utility	2014-07-29	Exposure; illumination method and apparatus	B2	11	0
5000824	utility	2014-07-21	Exposure apparatus method and apparatus	B2	14	0
5000825	utility	2014-02-25	Alignment / registration method and apparatus	B2	21	0
5000826	utility	2014-08-19	Alignment / registration method and apparatus	B2	22	0
5000827	utility	2014-01-03	EUV masks method and apparatus	B2	24	0
5000828	utility	2014-09-05	Alignment / registration method and apparatus	B2	24	0
5000829	utility	2014-03-30	Alignment / registration method and apparatus	B2	12	0
5000830	utility	2014-07-16	Exposure; illumination method and apparatus	B2	21	0
5000831	utility	2014-06-25	Exposure apparatus method and apparatus	B2	17	0
5000832	utility	2014-11-05	Exposure apparatus method and apparatus	B2	30	0
5000833	utility	2014-10-08	Alignment / registration method and apparatus	B2	18	0
5000834	utility	2014-11-16	Exposure apparatus method and apparatus	B2	30	0
5000835	utility	2014-03-09	EUV masks method and apparatus	B2	30	0
5000836	utility	2014-12-22	Exposure; illumination method and apparatus	B2	28	0
5000837	utility	2014-10-15	Alignment / registration method and apparatus	B2	23	0
5000838	utility	2014-10-01	Alignment / registration method and apparatus	B2	17	0
5000839	utility	2014-09-25	Resist coating method and apparatus	B2	11	0
5000840	utility	2014-01-29	Exposure apparatus method and apparatus	B2	14	0
5000841	utility	2014-12-16	Resist coating method and apparatus	B2	16	0
5000842	utility	2014-06-01	Exposure; illumination method and apparatus	B2	14	0
5000843	utility	2014-08-20	Exposure apparatus method and apparatus	B2	11	0
5000844	utility	2014-04-25	Exposure; illumination method and apparatus	B2	28	0
5000845	utility	2014-12-23	Exposure; illumination method and apparatus	B2	17	0
5000846	utility	2014-07-18	Resist coating method and apparatus	B2	21	0
5000847	utility	2014-10-10	Exposure apparatus method and apparatus	B2	9	0
5000848	utility	2014-08-15	Exposure apparatus method and apparatus	B2	15	0
5000849	utility	2014-07-08	Exposure; illumination method and apparatus	B2	26	0
5000850	utility	2014-04-10	Exposure apparatus method and apparatus	B2	17	0
5000851	utility	2014-03-30	Exposure apparatus method and apparatus	B2	24	0
5000852	utility	2014-10-12	Exposure apparatus method and apparatus	B2	16	0
5000853	utility	2014-03-21	Exposure apparatus method and apparatus	B2	9	0
5000854	utility	2014-11-17	Exposure; illumination method and apparatus	B2	27	0
5000855	utility	2014-10-21	Exposure apparatus method and apparatus	B2	25	0
5000856	utility	2014-04-23	Exposure apparatus method and apparatus	B2	13	0
5000857	utility	2014-10-06	Exposure apparatus method and apparatus	B2	25	0
5000858	utility	2014-04-20	Exposure apparatus method and apparatus	B2	29	0
5000859	utility	2014-11-13	Exposure apparatus method and apparatus	B2	24	0
5000860	utility	2014-11-29	Alignment / registration method and apparatus	B2	8	0
5000861	utility	2014-11-25	Exposure apparatus method and apparatus	B2	27	0
5000862	utility	2014-12-16	Alignment / registration method and apparatus	B2	18	0
5000863	utility	2014-10-04	Exposure apparatus method and apparatus	B2	17	0
5000864	utility	2014-07-11	Alignment / registration method and apparatus	B2	24	0
5000865	utility	2014-06-01	Exposure apparatus method and apparatus	B2	28	0
5000866	utility	2014-02-19	Exposure apparatus method and apparatus	B2	13	0
5000867	utility	2014-11-17	Exposure; illumination method and apparatus	B2	10	0
5000868	utility	2014-12-17	Exposure; illumination method and apparatus	B2	21	0
5000869	utility	2014-12-26	Exposure apparatus method and apparatus	B2	21	0
5000870	utility	2014-03-20	Exposure; illumination method and apparatus	B2	8	0
5000871	utility	2014-02-07	Exposure apparatus method and apparatus	B2	9	0
5000872	utility	2014-10-22	Exposure apparatus method and apparatus	B2	15	0
5000873	utility	2014-11-19	Exposure apparatus method and apparatus	B2	20	0
5000874	utility	2014-03-02	Exposure apparatus method and apparatus	B2	25	0
5000875	utility	2014-10-27	Exposure; illumination method and apparatus	B2	9	0
5000876	utility	2014-09-15	Exposure apparatus method and apparatus	B2	11	0
5000877	utility	2014-02-14	Exposure apparatus method and apparatus	B2	17	0
5000878	utility	2014-12-05	Exposure apparatus method and apparatus	B2	8	0
5000879	utility	2014-07-20	Exposure apparatus method and apparatus	B2	25	0
5000880	utility	2014-12-13	Exposure apparatus method and apparatus	B2	28	0
5000881	utility	2014-10-12	Exposure apparatus method and apparatus	B2	12	0
5000882	utility	2014-07-21	Exposure; illumination method and apparatus	B2	25	0
5000883	utility	2014-06-26	Alignment / registration method and apparatus	B2	14	0
5000884	utility	2014-03-14	Alignment / registration method and apparatus	B2	13	0
5000885	utility	2014-04-10	Photoresist / process method and apparatus	B2	11	0
5000886	utility	2014-10-09	Alignment / registration method and apparatus	B2	22	0
5000887	utility	2014-02-04	Masks / reticles method and apparatus	B2	16	0
5000888	utility	2014-06-19	EUV masks method and apparatus	B2	19	0
5000889	utility	2014-05-26	Masks / reticles method and apparatus	B2	27	0
5000890	utility	2014-08-19	Masks / reticles method and apparatus	B2	18	0
5000891	utility	2014-03-20	Photoresist / process method and apparatus	B2	26	0
5000892	utility	2014-03-28	Photoresist / process method and apparatus	B2	8	0
5000893	utility	2014-11-25	Photoresist / process method and apparatus	B2	21	0
5000894	utility	2014-06-19	Masks / reticles method and apparatus	B2	23	0
5000895	utility	2014-09-07	Photoresist / process method and apparatus	B2	25	0
5000896	utility	2014-05-24	EUV masks method and apparatus	B2	12	0
5000897	utility	2014-11-17	Masks / reticles method and apparatus	B2	10	0
5000898	utility	2014-11-20	Photoresist / process method and apparatus	B2	8	0
5000899	utility	2014-10-30	EUV masks method and apparatus	B2	14	0
5000900	utility	2014-10-04	Masks / reticles method and apparatus	B2	23	0
5000901	utility	2014-04-25	EUV masks method and apparatus	B2	26	0
5000902	utility	2014-07-06	EUV masks method and apparatus	B2	24	0
5000903	utility	2014-11-11	Alignment / registration method and apparatus	B2	29	0
5000904	utility	2014-04-02	Photoresist / process method and apparatus	B2	26	0
5000905	utility	2014-09-05	Alignment / registration method and apparatus	B2	19	0
5000906	utility	2014-05-16	EUV masks method and apparatus	B2	19	0
5000907	utility	2014-07-04	Photoresist / process method and apparatus	B2	20	0
5000908	utility	2014-01-21	Alignment / registration method and apparatus	B2	28	0
5000909	utility	2014-05-15	Alignment / registration method and apparatus	B2	26	0
5000910	utility	2014-07-13	EUV masks method and apparatus	B2	19	0
5000911	utility	2014-07-12	Photoresist / process method and apparatus	B2	15	0
5000912	utility	2014-06-26	Photoresist / process method and apparatus	B2	23	0
5000913	utility	2014-03-13	Resist coating method and apparatus	B2	22	0
5000914	utility	2014-05-24	Resist coating method and apparatus	B2	14	0
5000915	utility	2014-03-02	Resist coating method and apparatus	B2	29	0
5000916	utility	2014-09-04	Photoresist / process method and apparatus	B2	29	0
5000917	utility	2014-11-28	Photoresist / process method and apparatus	B2	21	0
5000918	utility	2014-10-31	Resist coating method and apparatus	B2	13	0
5000919	utility	2014-03-17	Photoresist / process method and apparatus	B2	9	0
5000920	utility	2014-07-27	Resist coating method and apparatus	B2	27	0
5000921	utility	2014-12-05	Photoresist / process method and apparatus	B2	17	0
5000922	utility	2014-03-29	Exposure; illumination method and apparatus	B2	15	0
5000923	utility	2014-04-04	Exposure; illumination method and apparatus	B2	27	0
5000924	utility	2014-12-18	Exposure; illumination method and apparatus	B2	18	0
5000925	utility	2014-07-17	Exposure; illumination method and apparatus	B2	12	0
5000926	utility	2014-09-16	Exposure; illumination method and apparatus	B2	29	0
5000927	utility	2014-04-01	Exposure; illumination method and apparatus	B2	23	0
5000928	utility	2014-09-30	Exposure; illumination method and apparatus	B2	24	0
5000929	utility	2014-03-08	Exposure; illumination method and apparatus	B2	27	0
5000930	utility	2014-12-14	Exposure; illumination method and apparatus	B2	28	0
5000931	utility	2014-01-23	Exposure; illumination method and apparatus	B2	30	0
5000932	utility	2014-09-04	Exposure; illumination method and apparatus	B2	20	0
5000933	utility	2014-02-12	Exposure; illumination method and apparatus	B2	17	0
5000934	utility	2014-04-07	Exposure; illumination method and apparatus	B2	8	0
5000935	utility	2014-03-02	Exposure; illumination method and apparatus	B2	24	0
5000936	utility	2014-06-11	Exposure; illumination method and apparatus	B2	21	0
5000937	utility	2014-10-27	Exposure; illumination method and apparatus	B2	16	0
5000938	utility	2014-07-07	Exposure; illumination method and apparatus	B2	27	0
5000939	utility	2014-04-15	Photoresist / process method and apparatus	B2	21	0
5000940	utility	2014-10-14	Photoresist / process method and apparatus	B2	25	0
5000941	utility	2014-12-28	Photoresist / process method and apparatus	B2	20	0
5000942	utility	2014-08-17	Masks / reticles method and apparatus	B2	30	0
5000943	utility	2014-07-25	Photoresist / process method and apparatus	B2	18	0
5000944	utility	2014-11-22	Photoresist / process method and apparatus	B2	8	0
5000945	utility	2014-11-04	Photoresist / process method and apparatus	B2	21	0
5000946	utility	2014-02-10	Photoresist / process method and apparatus	B2	27	0
5000947	utility	2014-07-25	Masks / reticles method and apparatus	B2	27	0
5000948	utility	2015-03-31	EUV masks method and apparatus	B2	28	0
5000949	utility	2015-12-03	Exposure apparatus method and apparatus	B2	24	0
5000950	utility	2015-09-19	Alignment / registration method and apparatus	B2	24	0
5000951	utility	2015-07-04	Alignment / registration method and apparatus	B2	15	0
5000952	utility	2015-05-22	Exposure apparatus method and apparatus	B2	20	0
5000953	utility	2015-04-13	Exposure; illumination method and apparatus	B2	24	0
5000954	utility	2015-10-09	EUV masks method and apparatus	B2	17	0
5000955	utility	2015-05-22	Exposure apparatus method and apparatus	B2	15	0
5000956	utility	2015-07-26	Exposure; illumination method and apparatus	B2	26	0
5000957	utility	2015-02-24	Exposure; illumination method and apparatus	B2	25	0
5000958	utility	2015-03-01	Exposure apparatus method and apparatus	B2	24	0
5000959	utility	2015-07-13	Alignment / registration method and apparatus	B2	26	0
5000960	utility	2015-08-23	Alignment / registration method and apparatus	B2	29	0
5000961	utility	2015-05-13	Exposure; illumination method and apparatus	B2	10	0
5000962	utility	2015-04-28	Alignment / registration method and apparatus	B2	18	0
5000963	utility	2015-01-05	Exposure; illumination method and apparatus	B2	30	0
5000964	utility	2015-07-24	Exposure apparatus method and apparatus	B2	29	0
5000965	utility	2015-04-02	Exposure apparatus method and apparatus	B2	23	0
5000966	utility	2015-05-18	Resist coating method and apparatus	B2	13	0
5000967	utility	2015-04-08	Resist coating method and apparatus	B2	23	0
5000968	utility	2015-05-16	Exposure; illumination method and apparatus	B2	14	0
5000969	utility	2015-07-02	Resist coating method and apparatus	B2	12	0
5000970	utility	2015-12-13	Resist coating method and apparatus	B2	29	0
5000971	utility	2015-10-05	Exposure; illumination method and apparatus	B2	9	0
5000972	utility	2015-09-10	Exposure; illumination method and apparatus	B2	26	0
5000973	utility	2015-09-19	Exposure apparatus method and apparatus	B2	16	0
5000974	utility	2015-09-27	Exposure apparatus method and apparatus	B2	21	0
5000975	utility	2015-06-27	Exposure apparatus method and apparatus	B2	20	0
5000976	utility	2015-03-03	Exposure apparatus method and apparatus	B2	30	0
5000977	utility	2015-01-07	Exposure; illumination method and apparatus	B2	29	0
5000978	utility	2015-07-05	Exposure apparatus method and apparatus	B2	27	0
5000979	utility	2015-11-10	Exposure apparatus method and apparatus	B2	18	0
5000980	utility	2015-08-03	Exposure apparatus method and apparatus	B2	30	0
5000981	utility	2015-05-24	Alignment / registration method and apparatus	B2	22	0
5000982	utility	2015-12-18	Alignment / registration method and apparatus	B2	15	0
5000983	utility	2015-05-01	Exposure apparatus method and apparatus	B2	25	0
5000984	utility	2015-03-18	Exposure apparatus method and apparatus	B2	23	0
5000985	utility	2015-03-10	Exposure apparatus method and apparatus	B2	28	0
5000986	utility	2015-09-07	Exposure apparatus method and apparatus	B2	17	0
5000987	utility	2015-02-20	Exposure apparatus method and apparatus	B2	30	0
5000988	utility	2015-09-01	Alignment / registration method and apparatus	B2	28	0
5000989	utility	2015-07-04	Exposure apparatus method and apparatus	B2	19	0
5000990	utility	2015-07-30	Exposure apparatus method and apparatus	B2	11	0
5000991	utility	2015-04-12	Alignment / registration method and apparatus	B2	26	0
5000992	utility	2015-05-26	Exposure; illumination method and apparatus	B2	19	0
5000993	utility	2015-08-17	Exposure apparatus method and apparatus	B2	10	0
5000994	utility	2015-03-16	Exposure apparatus method and apparatus	B2	13	0
5000995	utility	2015-11-10	Exposure apparatus method and apparatus	B2	26	0
5000996	utility	2015-06-25	Exposure apparatus method and apparatus	B2	15	0
5000997	utility	2015-05-17	Exposure apparatus method and apparatus	B2	27	0
5000998	utility	2015-07-05	Exposure; illumination method and apparatus	B2	26	0
5000999	utility	2015-04-05	Exposure apparatus method and apparatus	B2	8	0
5001000	utility	2015-12-25	Exposure; illumination method and apparatus	B2	10	0
5001001	utility	2015-02-02	Exposure apparatus method and apparatus	B2	23	0
5001002	utility	2015-09-26	Exposure; illumination method and apparatus	B2	10	0
5001003	utility	2015-12-02	Exposure apparatus method and apparatus	B2	20	0
5001004	utility	2015-08-15	Exposure; illumination method and apparatus	B2	28	0
5001005	utility	2015-01-15	Exposure; illumination method and apparatus	B2	9	0
5001006	utility	2015-08-28	Exposure; illumination method and apparatus	B2	25	0
5001007	utility	2015-12-24	Exposure apparatus method and apparatus	B2	25	0
5001008	utility	2015-08-11	Alignment / registration method and apparatus	B2	24	0
5001009	utility	2015-06-27	EUV masks method and apparatus	B2	23	0
5001010	utility	2015-07-07	EUV masks method and apparatus	B2	21	0
5001011	utility	2015-09-25	Masks / reticles method and apparatus	B2	12	0
5001012	utility	2015-12-19	EUV masks method and apparatus	B2	23	0
5001013	utility	2015-08-09	Masks / reticles method and apparatus	B2	17	0
5001014	utility	2015-04-07	EUV masks method and apparatus	B2	21	0
5001015	utility	2015-03-25	EUV masks method and apparatus	B2	30	0
5001016	utility	2015-04-23	Photoresist / process method and apparatus	B2	16	0
5001017	utility	2015-11-10	Masks / reticles method and apparatus	B2	30	0
5001018	utility	2015-09-30	EUV masks method and apparatus	B2	16	0
5001019	utility	2015-05-29	Masks / reticles method and apparatus	B2	11	0
5001020	utility	2015-12-25	EUV masks method and apparatus	B2	27	0
5001021	utility	2015-04-06	Photoresist / process method and apparatus	B2	11	0
5001022	utility	2015-01-05	Alignment / registration method and apparatus	B2	15	0
5001023	utility	2015-06-25	Photoresist / process method and apparatus	B2	21	0
5001024	utility	2015-08-26	Alignment / registration method and apparatus	B2	30	0
5001025	utility	2015-03-16	EUV masks method and apparatus	B2	9	0
5001026	utility	2015-08-29	EUV masks method and apparatus	B2	13	0
5001027	utility	2015-01-07	Alignment / registration method and apparatus	B2	11	0
5001028	utility	2015-08-15	EUV masks method and apparatus	B2	15	0
5001029	utility	2015-02-18	EUV masks method and apparatus	B2	24	0
5001030	utility	2015-12-15	Resist coating method and apparatus	B2	17	0
5001031	utility	2015-01-22	Photoresist / process method and apparatus	B2	25	0
5001032	utility	2015-06-02	Resist coating method and apparatus	B2	14	0
5001033	utility	2015-04-22	Photoresist / process method and apparatus	B2	11	0
5001034	utility	2015-03-27	Resist coating method and apparatus	B2	16	0
5001035	utility	2015-01-05	Photoresist / process method and apparatus	B2	9	0
5001036	utility	2015-03-21	Photoresist / process method and apparatus	B2	19	0
5001037	utility	2015-02-16	Resist coating method and apparatus	B2	29	0
5001038	utility	2015-02-24	Photoresist / process method and apparatus	B2	12	0
5001039	utility	2015-11-27	Photoresist / process method and apparatus	B2	19	0
5001040	utility	2015-01-11	Photoresist / process method and apparatus	B2	30	0
5001041	utility	2015-01-21	Resist coating method and apparatus	B2	23	0
5001042	utility	2015-09-08	Resist coating method and apparatus	B2	14	0
5001043	utility	2015-08-28	Resist coating method and apparatus	B2	16	0
5001044	utility	2015-03-21	Resist coating method and apparatus	B2	22	0
5001045	utility	2015-08-21	Resist coating method and apparatus	B2	8	0
5001046	utility	2015-01-10	Photoresist / process method and apparatus	B2	27	0
5001047	utility	2015-02-02	Resist coating method and apparatus	B2	29	0
5001048	utility	2015-12-16	Resist coating method and apparatus	B2	23	0
5001049	utility	2015-06-15	Photoresist / process method and apparatus	B2	21	0
5001050	utility	2015-12-04	Exposure; illumination method and apparatus	B2	10	0
5001051	utility	2015-01-17	Exposure; illumination method and apparatus	B2	14	0
5001052	utility	2015-10-20	Exposure; illumination method and apparatus	B2	28	0
5001053	utility	2015-12-26	Exposure; illumination method and apparatus	B2	26	0
5001054	utility	2015-02-06	Exposure; illumination method and apparatus	B2	8	0
5001055	utility	2015-02-10	Exposure; illumination method and apparatus	B2	22	0
5001056	utility	2015-08-01	Exposure; illumination method and apparatus	B2	19	0
5001057	utility	2015-05-17	Exposure; illumination method and apparatus	B2	24	0
5001058	utility	2015-02-09	Exposure; illumination method and apparatus	B2	14	0
5001059	utility	2015-04-29	Exposure; illumination method and apparatus	B2	25	0
5001060	utility	2015-04-02	Exposure; illumination method and apparatus	B2	25	0
5001061	utility	2015-11-23	Exposure; illumination method and apparatus	B2	26	0
5001062	utility	2015-08-07	Exposure; illumination method and apparatus	B2	11	0
5001063	utility	2015-09-16	Exposure; illumination method and apparatus	B2	18	0
5001064	utility	2015-08-15	Exposure; illumination method and apparatus	B2	19	0
5001065	utility	2015-06-16	Exposure; illumination method and apparatus	B2	19	0
5001066	utility	2015-06-15	Photoresist / process method and apparatus	B2	27	0
5001067	utility	2015-10-09	Photoresist / process method and apparatus	B2	16	0
5001068	utility	2015-07-23	Photoresist / process method and apparatus	B2	8	0
5001069	utility	2015-09-23	Photoresist / process method and apparatus	B2	12	0
5001070	utility	2015-04-24	Photoresist / process method and apparatus	B2	14	0
5001071	utility	2015-12-20	Masks / reticles method and apparatus	B2	16	0
5001072	utility	2015-08-24	Photoresist / process method and apparatus	B2	19	0
5001073	utility	2015-10-26	Photoresist / process method and apparatus	B2	15	0
5001074	utility	2016-02-09	EUV masks method and apparatus	B2	18	0
5001075	utility	2016-12-19	Exposure; illumination method and apparatus	B2	30	0
5001076	utility	2016-06-02	Exposure; illumination method and apparatus	B2	9	0
5001077	utility	2016-01-29	Exposure apparatus method and apparatus	B2	18	0
5001078	utility	2016-03-02	Exposure; illumination method and apparatus	B2	15	0
5001079	utility	2016-11-19	Exposure; illumination method and apparatus	B2	20	0
5001080	utility	2016-10-16	Exposure apparatus method and apparatus	B2	12	0
5001081	utility	2016-12-10	Exposure apparatus method and apparatus	B2	20	0
5001082	utility	2016-05-28	Exposure apparatus method and apparatus	B2	20	0
5001083	utility	2016-10-19	Exposure apparatus method and apparatus	B2	9	0
5001084	utility	2016-09-13	Exposure apparatus method and apparatus	B2	21	0
5001085	utility	2016-09-03	Alignment / registration method and apparatus	B2	25	0
5001086	utility	2016-04-10	Exposure; illumination method and apparatus	B2	25	0
5001087	utility	2016-05-16	Exposure apparatus method and apparatus	B2	21	0
5001088	utility	2016-07-30	Exposure apparatus method and apparatus	B2	21	0
5001089	utility	2016-10-31	Exposure apparatus method and apparatus	B2	28	0
5001090	utility	2016-06-28	Exposure apparatus method and apparatus	B2	27	0
5001091	utility	2016-08-13	Exposure; illumination method and apparatus	B2	9	0
5001092	utility	2016-07-10	Exposure apparatus method and apparatus	B2	12	0
5001093	utility	2016-01-28	Exposure apparatus method and apparatus	B2	15	0
5001094	utility	2016-05-27	EUV masks method and apparatus	B2	8	0
5001095	utility	2016-08-29	Exposure apparatus method and apparatus	B2	8	0
5001096	utility	2016-09-24	Exposure apparatus method and apparatus	B2	16	0
5001097	utility	2016-12-08	Exposure; illumination method and apparatus	B2	8	0
5001098	utility	2016-05-10	Exposure; illumination method and apparatus	B2	13	0
5001099	utility	2016-11-12	Exposure; illumination method and apparatus	B2	16	0
5001100	utility	2016-02-04	Resist coating method and apparatus	B2	20	0
5001101	utility	2016-12-03	Resist coating method and apparatus	B2	19	0
5001102	utility	2016-11-28	Exposure apparatus method and apparatus	B2	20	0
5001103	utility	2016-12-29	Exposure; illumination method and apparatus	B2	11	0
5001104	utility	2016-09-29	Resist coating method and apparatus	B2	10	0
5001105	utility	2016-10-14	Resist coating method and apparatus	B2	30	0
5001106	utility	2016-06-05	Resist coating method and apparatus	B2	18	0
5001107	utility	2016-06-26	Exposure apparatus method and apparatus	B2	29	0
5001108	utility	2016-09-13	Exposure apparatus method and apparatus	B2	16	0
5001109	utility	2016-07-17	Exposure apparatus method and apparatus	B2	8	0
5001110	utility	2016-06-23	Exposure apparatus method and apparatus	B2	20	0
5001111	utility	2016-09-23	Exposure; illumination method and apparatus	B2	29	0
5001112	utility	2016-08-01	Exposure; illumination method and apparatus	B2	15	0
5001113	utility	2016-11-05	Resist coating method and apparatus	B2	18	0
5001114	utility	2016-03-11	Exposure apparatus method and apparatus	B2	26	0
5001115	utility	2016-06-07	Resist coating method and apparatus	B2	30	0
5001116	utility	2016-08-08	Resist coating method and apparatus	B2	12	0
5001117	utility	2016-03-01	Exposure; illumination method and apparatus	B2	13	0
